,BioScience.txt,Zoological Records.txt,Philosophy.txt,Medical.txt,Law.txt,Humanities.txt,Chemical.txt,Religion.txt,Economics.txt,Anthropology.txt,Korean Medical Terms.txt,Astronomy and Astrophysics.txt,,,,,,,,,,,,,
neurochemical,1,1,0,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
neurochemistry,3,3,0,4,0,0,2,0,0,0,0,1,,,,,,,,,,,,,
neurocomputing,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurocytol,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurocytology,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroendocrinol,1,2,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroendocrinology,3,4,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroepidemiology,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurogenet,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurogenetics,1,1,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroimage,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroimaging,2,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroimmunol,1,2,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroimmunology,1,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroinformatics,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurol,12,4,0,178,0,0,0,0,0,0,2,0,,,,,,,,,,,,,
neurological,4,0,0,10,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
neurology,10,4,0,50,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
neuromethods,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuromolecular,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuron,3,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuronal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropathol,3,2,0,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropathology,5,1,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropatol,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropatologia,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropeptides,2,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropharmacology,2,2,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurophysiol,1,2,0,20,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurophysiology,3,4,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroprot,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroprotection,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropsychol,1,0,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropsychology,1,0,0,9,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
neuropsychopharmacol,2,0,0,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropsychopharmacology,2,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropterol,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuropterology,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroradiol,1,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroradiology,3,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroregen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroregeneration,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurorehab,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurorehabilitation,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroreport,2,2,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurosci,29,24,0,70,0,0,2,0,0,0,0,0,,,,,,,,,,,,,
neuroscience,28,23,0,34,0,1,2,0,0,0,0,1,,,,,,,,,,,,,
neurosciences,4,3,0,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neuroscientist,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
neurosurg,3,0,0,30,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
neurosurgery,3,0,0,19,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurotoxicol,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurotoxicology,3,2,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurovirol,1,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
neurovirology,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
new,63,175,17,127,21,22,17,41,25,5,0,25,,,,,,,,,,,,,
newfoundland,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
news,58,206,6,149,2,3,2,19,0,4,0,9,,,,,,,,,,,,,
newsl,24,172,0,62,0,0,0,0,0,10,0,0,,,,,,,,,,,,,
newsletter,26,171,2,33,0,10,0,15,0,10,0,11,,,,,,,,,,,,,
newsletterlettre,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
newsllettdipa,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
newsr,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nfld,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nfrapp,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nh,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nheml,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nhh,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nhrl,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nica,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nicar,1,2,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nicarag,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nicaragua,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nicaraguense,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nicotine,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nides,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niedersachs,1,5,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niedersachsen,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niffr,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niger,8,6,0,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nigeria,3,1,2,1,0,0,0,0,0,4,0,0,,,,,,,,,,,,,
nigerian,6,5,0,7,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
nigeriangerman,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nih,2,0,0,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nihon,2,4,0,27,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nii,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niiga,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niigata,6,12,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nina,11,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ninaniku,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nioz,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nipissing,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nippon,4,13,0,144,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
nipr,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niva,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
niwa,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nm,2,0,0,0,1,2,0,0,0,0,0,0,,,,,,,,,,,,,
nmfs,20,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nmr,4,4,0,10,0,0,6,0,0,0,0,1,,,,,,,,,,,,,
nnpm,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noaa,134,30,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noaaerlglel,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noaaerlpmel,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noaanmfs,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nobre,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nobreae,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noise,8,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
nomencl,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nomenclature,3,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nondestr,3,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
nondestructive,3,0,0,0,0,0,1,0,0,0,0,5,,,,,,,,,,,,,
nonlinear,5,2,0,0,0,0,0,0,4,0,0,10,,,,,,,,,,,,,
nonlinearity,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
norad,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norconsrv,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nord,6,18,0,17,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
nordestina,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordic,3,3,1,0,0,2,0,0,2,0,0,0,,,,,,,,,,,,,
nordiske,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordland,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordlands,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordrhein,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordrheinwestfalen,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordrhwestfal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nordseekueste,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noreaster,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norges,11,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norin,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norm,5,14,0,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
normal,5,11,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norois,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norsk,14,6,0,0,0,2,0,2,0,0,0,0,,,,,,,,,,,,,
norte,2,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,
north,27,95,0,92,6,9,0,3,2,3,0,2,,,,,,,,,,,,,
northeast,2,24,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,
northeastern,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
northern,3,15,0,1,3,0,0,0,0,2,0,0,,,,,,,,,,,,,
northumbria,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
northwest,26,24,0,10,0,5,0,4,0,1,0,0,,,,,,,,,,,,,
northwestern,1,2,0,3,2,0,0,2,0,0,0,1,,,,,,,,,,,,,
norv,6,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norvegiae,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norvegica,5,6,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,
norw,4,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
norway,7,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
norwegian,7,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nos,10,8,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nota,2,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
notas,2,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
notat,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
note,16,30,0,18,0,0,0,2,0,0,0,4,,,,,,,,,,,,,
notes,19,76,2,15,0,10,0,8,2,6,0,15,,,,,,,,,,,,,
noticiario,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noticias,1,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
notulae,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noumea,14,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noupub,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nous,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nouv,3,7,1,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nouveaubrunswick,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nouvelle,2,5,0,3,0,2,0,2,0,0,0,4,,,,,,,,,,,,,
nouvelles,1,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nova,7,38,0,1,2,0,3,2,0,0,0,1,,,,,,,,,,,,,
novit,1,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
novitates,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
noyaku,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
npafc,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nrsc,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nrw,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ns,1,0,3,0,0,1,0,0,11,0,0,0,,,,,,,,,,,,,
nssl,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nsw,11,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ntritpp,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nucl,12,2,0,48,0,0,20,0,0,0,1,1,,,,,,,,,,,,,
nuclear,13,2,0,29,0,0,19,0,0,0,1,37,,,,,,,,,,,,,
nucleic,9,6,0,22,0,0,4,0,0,0,0,1,,,,,,,,,,,,,
nucleosides,2,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nucleotides,2,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nueva,8,8,0,3,0,1,0,0,2,0,0,0,,,,,,,,,,,,,
nuevo,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
numer,1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,
numerical,1,0,0,0,0,0,3,0,0,0,0,18,,,,,,,,,,,,,
nuova,2,8,0,6,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
nurs,6,0,0,480,0,0,0,0,0,0,5,0,,,,,,,,,,,,,
nurses,2,0,0,98,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nursing,16,0,4,272,0,0,0,0,0,0,5,0,,,,,,,,,,,,,
nutr,29,15,0,122,0,0,0,0,0,1,0,0,,,,,,,,,,,,,
nutraceut,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nutraceuticals,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nutrition,23,14,0,80,0,0,0,0,2,1,0,0,,,,,,,,,,,,,
nutritional,5,1,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nutritionzeitschrift,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nutrizione,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nutrz,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nwfsc,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
nws,8,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ny,6,0,1,4,1,0,1,1,0,1,0,0,,,,,,,,,,,,,
nytt,2,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
nz,10,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,
oak,4,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oar,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oberird,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oberirdische,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obesity,4,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obozr,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obozrenie,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
obs,6,21,0,4,0,0,0,2,0,0,0,3,,,,,,,,,,,,,
observations,2,1,0,0,0,0,0,0,0,0,0,17,,,,,,,,,,,,,
observatory,1,14,0,0,0,0,0,0,0,0,0,200,,,,,,,,,,,,,
observer,3,3,0,2,0,0,0,2,2,0,0,1,,,,,,,,,,,,,
obshch,3,6,0,2,0,0,1,0,0,1,0,0,,,,,,,,,,,,,
obshchaya,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obshchej,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obshchestva,2,14,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obshchestvatransactions,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obstetr,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obstetrics,2,1,0,60,0,0,0,1,0,0,1,0,,,,,,,,,,,,,
obz,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
obzornaya,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocas,4,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocasionais,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocasional,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocasionales,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
occ,1,0,0,0,0,0,0,2,0,3,0,0,,,,,,,,,,,,,
occas,21,118,0,6,0,0,0,1,0,0,0,0,,,,,,,,,,,,,
occasioanal,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
occasional,21,118,0,3,0,2,0,5,0,3,0,2,,,,,,,,,,,,,
occup,22,0,0,44,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
occupation,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
occupational,20,0,0,34,0,0,0,0,0,0,1,0,,,,,,,,,,,,,
occupations,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oce,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocean,101,43,0,2,4,0,0,0,0,0,0,8,,,,,,,,,,,,,
oceanic,10,13,0,0,0,1,0,0,0,0,0,3,,,,,,,,,,,,,
oceaniques,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanis,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanogr,91,65,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanografi,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanografia,12,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanografiabrazilian,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanografica,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanografico,3,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanograficos,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanograiju,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanographic,24,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanographica,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanographie,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanographique,6,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanographiques,3,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanography,41,26,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,
oceanographyredai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanogrbraz,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanogrredai,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanol,21,17,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanologia,8,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanologica,3,4,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
oceanological,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanologicas,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanologicos,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanologiques,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanology,4,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceanorama,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oceans,28,4,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
oceanus,2,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
och,1,6,0,0,0,5,0,0,0,1,0,0,,,,,,,,,,,,,
ocs,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ocul,1,0,0,16,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
ocular,3,0,0,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
od,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odessa,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
odesskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odonatol,1,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odonatologica,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odonatologicae,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odontol,3,1,0,219,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
odontologia,3,0,0,63,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oebalia,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oecd,2,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,
oecol,4,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oecologia,4,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oecologica,2,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oecs,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekol,1,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekologie,1,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekon,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekonom,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekonomisk,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oekonomiske,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oesterr,2,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oesterreichischer,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oesterreichs,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
offender,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
offentlige,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
office,5,8,0,11,0,0,0,4,0,0,0,0,,,,,,,,,,,,,
officer,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
officiella,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
offshore,12,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
og,20,8,0,0,0,7,0,0,1,1,0,1,,,,,,,,,,,,,
ogu,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ogusci,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ohio,6,22,4,18,8,4,0,3,2,0,0,1,,,,,,,,,,,,,
oikos,2,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
oil,8,6,0,3,0,0,6,0,0,0,0,0,,,,,,,,,,,,,
oilbear,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oilbearing,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
ojtr,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okayama,2,6,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okean,2,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,
okeana,6,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,
okeanaproc,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanaproceedings,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanogr,1,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanografias,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanograficheskogo,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanografii,2,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanografiicollected,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanografiiproceedings,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanografiitransactions,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanol,2,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanologicheskie,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanologiitransactions,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okeanologiya,3,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okhr,1,1,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
okhrana,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oldepesca,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
oligonucleotides,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
olje,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
olst,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
